classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.yes,data.aggregation_version,data.no-the-flowers-are-too-far-to-see-the-floral-parts-clearly,data.no-the-image-is-too-blurry,data.no,data.yes-i-can-clearly-see-the-floral-parts-and-am-able-to-distinguish-their-colors,data.two-i-see-both-early-and-late-stage-anthers,data.white,data.purple,data.black,data.one-i-only-see-late-stage-anthers,data.yellow,data.i-don-t-see-any-pollen,data.no-the-position-of-the-flower-is-blocking-my-view-of-the-floral-parts,data.one-i-only-see-early-stage-anthers,data.na-not-applicable,data.cream,data.pink,data.blue,data.the-margins-are-not-colored-differently-from-the-rest-of-the-anther,data.brown,data.i-m-not-sure,data.no-there-is-an-insect-bug-or-other-object-blocking-the-floral-parts,data.orange,data.red
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T1,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T2,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T3,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T4,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T5,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T6,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910421,not-logged-in-3d7492081cecebb41bdc,,21902,T7,2022-07-19 17:25:30 UTC,76892947,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T0,2022-07-19 17:25:47 UTC,76892970,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T1,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,1.0,,,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T2,2022-07-19 17:25:47 UTC,76892970,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T3,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,,1.0,,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T4,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,,,1.0,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T5,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,,,,1.0,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T6,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,,,1.0,,,,,,,,,,,,,,,,,
427910478,Bellisper,1997179.0,21902,T7,2022-07-19 17:25:47 UTC,76892970,question_extractor,,3.6.0,,,,,,,1.0,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T0,2022-07-19 17:25:48 UTC,77014004,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T1,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T2,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T3,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T4,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T5,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T6,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910482,not-logged-in-3d7492081cecebb41bdc,,21902,T7,2022-07-19 17:25:48 UTC,77014004,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T0,2022-07-19 17:25:56 UTC,77016320,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T1,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T2,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T3,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T4,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T5,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T6,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910517,Bellisper,1997179.0,21902,T7,2022-07-19 17:25:56 UTC,77016320,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T0,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,1.0,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T1,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T2,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T3,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T4,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T5,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T6,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910526,Bellisper,1997179.0,21902,T7,2022-07-19 17:26:00 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T0,2022-07-19 17:26:55 UTC,77016264,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T1,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,1.0,,,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T2,2022-07-19 17:26:55 UTC,77016264,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T3,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,,1.0,,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T4,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,,,1.0,,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T5,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,,,,,1.0,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T6,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,,,,1.0,,,,,,,,,,,,,,,,
427910714,Bellisper,1997179.0,21902,T7,2022-07-19 17:26:55 UTC,77016264,question_extractor,,3.6.0,,,,,,,,1.0,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T0,2022-07-19 17:27:02 UTC,77014052,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T1,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T2,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T3,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T4,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T5,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T6,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910743,Bellisper,1997179.0,21902,T7,2022-07-19 17:27:02 UTC,77014052,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T0,2022-07-19 17:27:04 UTC,77186500,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T1,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,1.0,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T2,2022-07-19 17:27:04 UTC,77186500,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T3,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,,,,,,1.0,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T4,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T5,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T6,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,,,,,1.0,,,,,,,,,,,,,,,
427910751,not-logged-in-3d7492081cecebb41bdc,,21902,T7,2022-07-19 17:27:04 UTC,77186500,question_extractor,,3.6.0,,,,,,,,,,1.0,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T0,2022-07-19 17:27:23 UTC,76943070,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T1,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,1.0,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T2,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T3,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T4,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T5,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T6,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910839,Bellisper,1997179.0,21902,T7,2022-07-19 17:27:23 UTC,76943070,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T0,2022-07-19 17:27:25 UTC,76892852,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T1,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,1.0,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T2,2022-07-19 17:27:25 UTC,76892852,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T3,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,,,,,,1.0,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T4,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T5,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T6,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,,,,1.0,,,,,,,,,,,,,,,,
427910845,summer.blanco,2425683.0,21902,T7,2022-07-19 17:27:25 UTC,76892852,question_extractor,,3.6.0,,,,,,,,,,,1.0,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T0,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,1.0,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T1,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T2,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T3,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T4,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T5,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T6,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911381,AJD1,1877290.0,21902,T7,2022-07-19 17:30:17 UTC,77016270,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T0,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,1.0,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T1,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T2,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T3,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T4,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T5,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T6,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911395,AJD1,1877290.0,21902,T7,2022-07-19 17:30:22 UTC,77016252,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T0,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,1.0,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T1,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T2,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T3,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T4,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T5,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T6,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911408,AJD1,1877290.0,21902,T7,2022-07-19 17:30:28 UTC,77013957,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T0,2022-07-19 17:30:45 UTC,77186480,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T1,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,1.0,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T2,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T3,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T4,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T5,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T6,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911452,AJD1,1877290.0,21902,T7,2022-07-19 17:30:45 UTC,77186480,question_extractor,,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911466,nieki2000,2025502.0,21902,T0,2022-07-19 17:30:50 UTC,76892956,question_extractor,1.0,3.6.0,,,,,,,,,,,,,,,,,,,,,,,
427911466,nieki2000,2025502.0,21902,T1,2022-07-19 17:30:50 UTC,76892956,question_extractor,,3.6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
